Site ID,Site name,Sample date/time,E. coli value (orgs/100 mL),E. coli qualifier
290400,Healesville,3/8/2023 9:03,460,=
4991,Warrandyte,3/8/2023 10:00,30,=
4940,Kew,3/8/2023 10:43,98,=
291600,Launching Place,3/15/2023 8:42,230,=
290400,Healesville,3/15/2023 9:17,97,=
4991,Warrandyte,3/15/2023 10:20,110,=
4940,Kew,3/15/2023 11:10,130,=
291600,Launching Place,3/22/2023 8:36,1900,=
290400,Healesville,3/22/2023 10:00,430,=
4991,Warrandyte,3/22/2023 11:04,340,=
4940,Kew,3/22/2023 14:17,260,=
291600,Launching Place,3/29/2023 9:20,660,=
290400,Healesville,3/29/2023 9:50,440,=
4991,Warrandyte,3/29/2023 10:42,350,=
4940,Kew,3/29/2023 11:51,6500,=
291600,Launching Place,4/5/2023,250,=
290400,Healesville,4/5/2023,230,=
4991,Warrandyte,4/5/2023,63,=
4940,Kew,4/5/2023,97,=
291600,Launching Place,4/12/2023 9:20,330,=
290400,Healesville,4/12/2023 10:15,220,=
4991,Warrandyte,4/12/2023 11:10,240,=
4940,Kew,12/04/2023 11:55,1500,=
291600,Launching Place,19/04/2023 08:00,170,=
290400,Healesville,19/04/2023 08:34,380,=
4991,Warrandyte,19/04/2023 09:35,810,=
4940,Kew,19/04/2023 10:30,1300,=
291600,Launching Place,27/04/2023 07:48,330,=
290400,Healesville,27/04/2023 08:18,450,=
4991,Warrandyte,27/04/2023 09:08,74,=
291600,Launching Place,03/05/2023 08:25,930,=
290400,Healesville,03/05/2023 09:15,230,=
4991,Warrandyte,03/05/2023 10:00,31,=
291600,Launching Place,5/10/2023 10:08,130,=
290400,Healseville,5/10/2023 10:55,490,=
4991,Warrandyte,5/10/2023 11:45,660,=
291600,Launching Place,17/05/2023 08:30,85,=
290400,Healseville,17/05/2023 09:12,130,=
4991,Warrandyte,17/05/2023 10:00,31,=
291600,Launching Place,24/05/2023 09:23,280,=
290400,Healesville,24/05/2023 10:00,110,=
4991,Warrandyte,24/05/2023 10:55,310,=
4941,Kew (Boathouse),24/05/2023 12:25,400,=
291600,Launching Place,5/31/2023 8:40,380,=
290400,Healesville,5/31/2023 9:30,96,=
4991,Warrandyte,5/31/2023 11:18,380,=
4941,Kew (Boathouse),5/31/2023 12:20,550,=
291600,Launching Place,6/7/2023 9:50,86,=
290400,Healesville,6/7/2023 10:35,150,=
4991,Warrandyte,6/7/2023 11:20,170,=
4941,Kew (Boathouse),6/7/2023 12:10,170,=
291600,Launching Place,6/14/2023 8:35,63,=
290400,Healesville,6/14/2023 9:20,97,=
4941,Kew (Boathouse),6/14/2023 12:58,530,=
4991,Warrandyte,6/14/2023 13:39,230,=
291600,Launching Place,6/21/2023 9:40,190,=
290400,Healesville,6/21/2023 10:09,440,=
4991,Warrandyte,6/21/2023 11:00,960,=
4941,Kew (Boathouse),6/21/2023 12:15,540,=
291600,Launching Place,6/28/2023 9:25,130,=
290400,Healesville,6/28/2023 9:50,130,=
4991,Warrandyte,6/28/2023 10:55,85,=
4941,Kew (Boathouse),6/28/2023 12:00,73,=
291600,Launching Place,7/5/2023 10:00,120,=
290400,Healesville,7/5/2023 10:35,20,=
4991,Warrandyte,7/5/2023 11:30,97,=
4941,Kew (Boathouse),7/5/2023 12:25,300,=
291600,Launching Place,8/2/2023 10:25,52,=
290400,Healesville,8/2/2023 11:00,41,=
4991,Warrandyte,8/2/2023 11:50,52,=
4941,Kew (Boathouse),8/2/2023 12:40,52,=
291600,Launching Place,8/16/2023 9:50,85,=
290400,Healesville,8/16/2023 10:25,74,=
4991,Warrandyte,8/16/2023 11:15,98,=
4941,Kew (Boathouse),8/16/2023 12:20,85,=
291600,Launching Place,8/30/2023 9:44,240,=
290400,Healesville,8/30/2023 10:20,73,=
4991,Warrandyte,8/30/2023 11:04,120,=
4941,Kew (Boathouse),8/30/2023 11:57,930,=
291600,Launching Place,9/13/2023 9:41,150,=
290400,Healesville,9/13/2023 10:27,41,=
4991,Warrandyte,9/13/2023 11:27,160,=
4941,Kew (Boathouse),9/13/2023 12:25,330,=
4941,Kew (Boathouse),9/14/2023,190,=
4941,Kew (Boathouse),9/27/2023,52,=
291600,Launching Place,9/27/2023,370,=
290400,Healesville,9/27/2023,180,=
4991,Warrandyte,9/27/2023,95,=
291600,Launching Place,10/11/2023 9:19,85,=
290400,Healesville,10/11/2023 9:50,280,=
4991,Warrandyte,10/11/2023 10:37,86,=
4941,Kew (Boathouse),10/11/2023 11:30,98,=
291600,Launching Place,10/25/2023 10:20,86,=
290400,Healesville,10/25/2023 11:02,280,=
4991,Warrandyte,10/25/2023 12:16,170,=
4941,Kew (Boathouse),10/25/2023 13:23,380,=
291600,Launching Place,11/8/2023 9:58,170,=
290400,Healesville,11/8/2023 10:34,280,=
4991,Warrandyte,11/8/2023 11:29,52,=
4941,Kew (Boathouse),11/8/2023 12:25,85,=
291600,Launching Place,11/23/2023 14:40,480,=
291600,Launching Place,12/6/2023 8:10,230,=
290400,Healesville,12/6/2023 8:45,370,=
4991,Warrandyte,12/6/2023 9:45,260,=
4941,Kew (Boathouse),12/6/2023 22:40,340,=
290400,Healesville,12/7/2023 0:00,210,=
291600,Launching Place,12/13/2023 8:21,420,=
290400,Healesville,12/13/2023 8:55,270,=
4991,Warrandyte,12/13/2023 9:50,20,=
4941,Kew (Boathouse),12/13/2023 10:53,1300,=
291600,Launching Place,12/20/2023 9:05,510,=
290400,Healesville,12/20/2023 9:37,230,=
4991,Warrandyte,12/20/2023 10:20,110,=
4941,Kew (Boathouse),12/20/2023 11:13,1300,=
291600,Launching Place,12/28/2023 12:25,840,=
290400,Healesville,12/28/2023 11:55,840,=
4991,Warrandyte,12/28/2023 10:45,500,=
4941,Kew (Boathouse),12/28/2023 10:00,790,=
291600,Launching Place,1/3/2024 7:40,2500,=
290400,Healesville,1/3/2024 8:05,17000,=
4991,Warrandyte,1/3/2024 8:53,6900,=
4941,Kew (Boathouse),1/3/2024 9:35,6500,=
291600,Launching Place,1/10/2024 7:50,480,=
290400,Healesville,1/10/2024 8:20,930,=
4991,Warrandyte,1/10/2024 9:10,1500,=
4941,Kew (Boathouse),1/10/2024 9:55,1400,=
291600,Launching Place,1/17/2024 9:15,460,=
290400,Healesville,1/17/2024 9:50,230,=
4991,Warrandyte,1/17/2024 10:45,370,=
4941,Kew (Boathouse),1/17/2024 11:40,2600,=
291600,Launching Place,1/24/2024 8:30,410,=
290400,Healesville,1/24/2024 9:10,170,=
4991,Warrandyte,1/24/2024 10:05,110,=
4941,Kew (Boathouse),1/24/2024 10:50,140,=
291600,Launching Place,1/31/2024 7:20,210,=
290400,Healesville,1/31/2024 8:00,120,=
4991,Warrandyte,1/31/2024 9:00,86,=
4941,Kew (Boathouse),1/31/2024 10:00,120,=
291600,Launching Place,2/7/2024 7:40,440,=
290400,Healesville,2/7/2024 8:15,240,=
4991,Warrandyte,2/7/2024 9:05,41,=
4941,Kew (Boathouse),2/7/2024 13:20,98,=
291600,Launching Place,2/8/2024 14:01,410,=
291600,Launching Place,2/14/2024 8:30,5500,=
4991,Warrandyte,2/14/2024 9:59,130,=
4941,Kew (Boathouse),2/14/2024 10:39,170,=
290400,Healesville,2/14/2024 9:08,85,=
291600,Launching Place,2/15/2024,1200,=
291600,Launching Place,2/19/2024,280,=
4941,Kew (Boathouse),2/21/2024 10:50,97,=
290400,Healesville,2/21/2024 9:05,120,=
4991,Warrandyte,2/21/2024 10:05,450,=
291600,Launching Place,2/21/2024 8:20,320,=
291600,Launching Place,2/23/2024 7:30,1600,=
4941,Kew (Boathouse),2/28/2024 9:45,150,=
290400,Healesville,2/28/2024 7:50,150,=
4991,Warrandyte,2/28/2024 8:50,96,=
291600,Launching Place,2/28/2024 7:25,370,=
291600,Launching Place,2/29/2024 17:08,430,=
4941,Kew (Boathouse),3/6/2024 11:04,74,=
290400,Healesville,3/6/2024 9:15,120,=
4991,Warrandyte,3/6/2024 10:19,74,=
291600,Launching Place,3/6/2024 8:18,310,=
291600,Launching Place,3/7/2024 14:43,260,=
290400,Healesville,3/18/2024 12:40,140,=
291600,Launching Place,3/18/2024 13:05,560,=
4941,Kew (Boathouse),3/18/2024 11:00,86,=
4991,Warrandyte,3/18/2024 11:55,52,=
290400,Healesville,3/26/2024 9:53,250,=
291600,Launching Place,3/26/2024 9:08,290,=
4941,Kew (Boathouse),3/26/2024 11:20,160,=
4991,Warrandyte,3/26/2024 10:35,130,=
4941,Kew (Boathouse),4/10/2024 11:55,2100,=
291600,Launching Place,4/10/2024 8:17,480,=
290400,Healesville,4/10/2024 8:58,960,=
4991,Warrandyte,4/10/2024 10:57,910,=
4941,Kew (Boathouse),4/23/2024 10:45,490,=
291600,Launching Place,4/23/2024 8:13,170,=
290400,Healesville,4/23/2024 8:55,340,=
4991,Warrandyte,4/23/2024 9:37,170,=
4941,Kew (Boathouse),5/8/2024 12:29,170,=
291600,Launching Place,5/8/2024 7:58,390,=
290400,Healesville,5/8/2024 10:15,290,=
4991,Warrandyte,5/8/2024 11:24,74,=
291600,Launching Place,5/9/2024 15:25,110,=
290400,Healesville,5/9/2024 15:00,230,=
290400,Healesville,5/21/2024 10:15,120,=
291600,Launching Place,5/21/2024 9:38,140,=
4941,Kew (Boathouse),5/21/2024 12:19,960,=
4991,Warrandyte,5/21/2024 11:20,200,=
4991,Warrandyte,6/5/2024 12:10,150,=
291600,Launching Place,6/5/2024 10:00,170,=
4941,Kew,6/5/2024 12:52,110,=
290400,Healsville,6/5/2024 11:17,110,=
290400,Healsville,6/19/2024 10:14,160,=
291600,Launching Place,6/19/2024 9:40,150,=
4991,Warrandyte,6/19/2024 8:47,120,=
4941,Kew,6/19/2024 7:55,140,=
291600,Launching Place,7/3/2024 8:10,430,=
290400,Healesville,7/3/2024 9:15,120,=
4941,Kew,7/3/2024 11:10,210,=
4991,Warrandyte,7/3/2024 10:15,130,
291600,Launching Place,7/4/2024 14:55,130,=
4991,Warrandyte,17/07/2024 9:05,3700,=
290400,Healesville,17/07/2024 10:00,3100,=
291600,Launching Place,17/07/2024 10:59,330,=
4941,Kew,17/07/2024 8:05,2700,=
290400,Healesville,31/07/2024 10:25,52,=
4941,Kew,31/07/2024 08:10,280,=
4991,Warrandyte,31/07/2024 09:20,63,=
291600,Launching Place,31/07/2024 11:25,10,=
290400,Healesville,13/08/2024 10:54,52,=
4941,Kew,13/08/2024 12:15,130,=
4991,Warrandyte,13/08/2024 14:30,20,=
291600,Launching Place,13/08/2024 10:20,74,=
290400,Healesville,28/08/2024 09:20,390,=
4941,Kew,28/08/2024 08:25,640,=
4991,Warrandyte,28/08/2024 09:20,41,=
291600,Launching Place,28/08/2024 11:10,130,=
290400,Healesville,11/09/2024 08:35,110,=
4941,Kew,11/09/2024 10:35,170,=
4991,Warrandyte,11/09/2024 09:25,63,=
291600,Launching Place,11/09/2024 07:55,84,=
290400,Healesville,25/09/2024 11:05,1200,=
4941,Kew,25/09/2024 13:01,2000,=
4991,Warrandyte,25/09/2024 11:54,9200,=
291600,Launching Place,25/09/2024 10:30,1000,=
290400,Healesville,09/10/2024 08:35,460,=
4941,Kew,09/10/2024 10:40,630,=
4991,Warrandyte,09/10/2024 09:25,530,=
291600,Launching Place,09/10/2024 08:00,280,=
290400,Healesville,23/10/2024 10:05,420,=
4991,Warrandyte,23/10/2024 11:00,230,=
4940,Kew,23/10/2024 11:50,220,=
291600,Launching Place,23/10/2024 09:34,200,=
4940,Kew,6/11/2024 14:00,380,=
290400,Healesville,6/11/2024 11:45,98,=
291600,Launching Place,6/11/2024 10:00,490,=
4991,Warrandyte,6/11/2024 12:45,31,=
4940,Kew,7/11/2024 15:19,170,=
291600,Launching Place,11/7/2024,480,=
291600,Launching Place,11/11/2024 08:00,600,=
4940,Kew,20/11/2024 13:30,180,=
290400,Healesville,20/11/2024 11:40,210,=
291600,Launching Place,20/11/2024 09:40,620,=
4991,Warrandyte,20/11/2024 12:40,74,=
291600,Launching Place,11/21/2024 7:30,590,=
4940,Kew,4/12/2024 11:35,190,=
290400,Healesville,4/12/2024 09:30,280,=
291600,Launching Place,4/12/2024 08:50,510,=
4991,Warrandyte,4/12/2024 10:25,85,=
4940,Kew,11/12/2024 10:30,170,=
290400,Healesville,11/12/2024 08:55,170,=
291600,Launching Place,11/12/2024 08:25,620,=
4991,Warrandyte,11/12/2024 09:40,160,=
291600,Launching Place,12/12/2024 16:45,400,=
4940,Kew,12/18/2024 11:33,180,=
4991,Warrandyte,12/18/2024 10:40,63,=
290400,Healesville,12/18/2024 9:50,210,=
291600,Launching Place,12/18/2024 7:50,440,=
4940,Kew,2/01/2025 10:30,210,=
4991,Warrandyte,2/01/2025 08:40,63,=
290400,Healesville,2/01/2025 07:55,85,=
291600,Launching Place,2/01/2025 07:20,550,=
4940,Kew,8/01/2025 13:30,41,=
4991,Warrandyte,8/01/2025 12:35,52,=
290400,Healesville,8/01/2025 11:15,210,=
291600,Launching Place,8/01/2025 10:35,500,=
4940,Kew,15/01/2025 11:20,330,=
4991,Warrandyte,15/01/2025 10:25,63,=
290400,Healesville,15/01/2025 09:45,180,=
291600,Launching Place,15/01/2025 09:10,470,=
4940,Kew,22/01/2025 10:20,98,=
4991,Warrandyte,22/01/2025 09:30,41,=
290400,Healesville,22/01/2025 08:40,160,=
291600,Launching Place,22/01/2025 08:13,550,=
4940,Kew,29/01/2025 11:00,110,=
4991,Warrandyte,29/01/2025 10:10,120,=
290400,Healesville,29/01/2025 09:25,230,=
291600,Launching Place,29/01/2025 08:55,390,=
4940,Kew,2/5/2025 10:50,160,=
4991,Warrandyte,2/5/2025 10:10,74,=
290400,Healesville,2/5/2025 9:20,190,=
291600,Launching Place,2/5/2025 8:42,530,=
4940,Kew,12/02/2025 00:00,85,=
4991,Warrandyte,12/02/2025 00:00,73,=
290400,Healesville,12/02/2025 00:00,130,=
291600,Launching Place,12/02/2025 00:00,400,=
4940,Kew,2/19/2025 11:43,300,=
4991,Warrandyte,2/19/2025 10:24,130,=
290400,Healesville,2/19/2025 9:40,170,=
291600,Launching Place,2/19/2025 9:05,480,=
4940,Kew,2/26/2025 10:45,62,=
4991,Warrandyte,2/26/2025 10:00,110,=
290400,Healesville,2/26/2025 9:05,98,=
291600,Launching Place,2/26/2025 8:40,360,=
4940,Kew,3/5/2025 11:43,130,=
4991,Warrandyte,3/5/2025 10:57,84,=
290400,Healesville,3/5/2025 9:50,74,=
291600,Launching Place,3/5/2025 9:03,360,=
4940,Kew,3/12/2025 10:34,74,=
4991,Warrandyte,3/12/2025 9:44,120,=
290400,Healesville,3/12/2025 9:00,63,=
291600,Launching Place,3/12/2025 8:30,490,=
4940,Kew,3/19/2025 10:30,210,=
4991,Warrandyte,3/19/2025 11:28,280,=
290400,Healesville,3/19/2025 12:35,640,=
291600,Launching Place,3/19/2025 13:08,1100,=
4940,Kew,3/26/2025 10:50,190,=
4991,Warrandyte,3/26/2025 9:28,20,=
290400,Healesville,3/26/2025 8:39,260,=
291600,Launching Place,3/26/2025 8:10,390,=
4940,Kew,4/16/2025 10:07,130,=
4991,Warrandyte,4/16/2025 11:00,120,=
290400,Healesville,4/16/2025 12:40,190,=
291600,Launching Place,4/16/2025 12:00,260,=
291600,Launching Place,4/30/2025 7:40,280,=
4940,Kew,4/30/2025 10:30,810,=
4991,Warrandyte,4/30/2025 9:30,74,=
290400,Healesville,4/30/2025 8:25,260,=
291600,Launching Place,5/14/2025 11:45,170,=
4940,Kew,5/14/2025 7:55,290,=
4991,Warrandyte,5/14/2025 9:15,98,=
290400,Healesville,5/14/2025 10:30,210,=
291600,Launching Place,5/28/2025 12:00,260,=
4940,Kew,5/28/2025 8:20,910,=
4991,Warrandyte,5/28/2025 9:40,30,=
290400,Healesville,5/28/2025 10:50,180,=
291600,Launching Place,6/11/2025 8:47,350,=
4940,Kew,6/11/2025 12:07,1300,=
4991,Warrandyte,6/11/2025 10:35,350,=
290400,Healesville,6/11/2025 9:40,170,=
291600,Launching Place,6/25/2025 9:08,280,=
4940,Kew,6/25/2025 11:32,610,=
4991,Warrandyte,6/25/2025 10:36,74,=
290400,Healesville,6/25/2025 9:45,200,=
291600,Launching Place,9/10/2025 10:10,140,=
4940,Kew,9/10/2025 13:10,20,=
4991,Warrandyte,9/10/2025 12:05,30,=
290400,Healesville,9/10/2025 10:56,140,=
291600,Launching Place,9/24/2025 10:15,63,=
4940,Kew,9/24/2025 8:15,210,=
4991,Warrandyte,9/24/2025 9:05,230,=
290400,Healesville,9/24/2025 11:10,320,=
291600,Launching Place,10/8/2025 7:00,320,=
4940,Kew,10/8/2025 9:20,170,=
4991,Warrandyte,10/8/2025 8:10,120,=
290400,Healesville,10/8/2025 7:25,260,=
291600,Launching Place,10/22/2025 8:35,240,=
4940,Kew,10/22/2025 11:30,2200,=
4991,Warrandyte,10/23/2025 10:30,120,=
290400,Healesville,10/23/2025 9:25,380,=
